Unnamed: 0,sentence1,sentence2,gold_label,sentence1_lex,sentence2_lex,group_index,sentence1_edited,sentence2_edited,gold_label_edited
43,The three children are not holding tulips.,The three children are not holding plants.,neutral,tulips,plants,4,The statement that the three children are not planning on not holding tulips is untrue.,The statement that the three children are not planning on not holding plants is untrue.,entailment
44,The three children are not holding plants.,The three children are not holding roses.,entailment,plants,roses,4,The statement that the three children are not planning on not holding plants is untrue.,The statement that the three children are not planning on not holding roses is untrue.,neutral
45,The three children are not holding roses.,The three children are not holding plants.,neutral,roses,plants,4,The statement that the three children are not planning on not holding roses is untrue.,The statement that the three children are not planning on not holding plants is untrue.,entailment
46,The three children are not holding plants.,The three children are not holding houseplants.,entailment,plants,houseplants,4,The statement that the three children are not planning on not holding plants is untrue.,The statement that the three children are not planning on not holding houseplants is untrue.,neutral
47,The three children are not holding houseplants.,The three children are not holding plants.,neutral,houseplants,plants,4,The statement that the three children are not planning on not holding houseplants is untrue.,The statement that the three children are not planning on not holding plants is untrue.,entailment
48,The three children are not holding plants.,The three children are not holding ferns.,entailment,plants,ferns,4,The statement that the three children are not planning on not holding plants is untrue.,The statement that the three children are not planning on not holding ferns is untrue.,neutral
49,The three children are not holding ferns.,The three children are not holding plants.,neutral,ferns,plants,4,The statement that the three children are not planning on not holding ferns is untrue.,The statement that the three children are not planning on not holding plants is untrue.,entailment
50,The girl does not wear a hat.,The girl does not wear a sunhat.,entailment,hat,sunhat,5,It is not the case that the girl does not wear a hat.,It is not the case tsunhat the girl does not wear a sunhat.,neutral
51,The girl does not wear a sunhat.,The girl does not wear a hat.,neutral,sunhat,hat,5,It is not the case tsunhat the girl does not wear a sunhat.,It is not the case that the girl does not wear a hat.,entailment
52,The girl does not wear a hat.,The girl does not wear a fedora.,entailment,hat,fedora,5,It is not the case that the girl does not wear a hat.,It is not the case tfedora the girl does not wear a fedora.,neutral
53,The girl does not wear a fedora.,The girl does not wear a hat.,neutral,fedora,hat,5,It is not the case tfedora the girl does not wear a fedora.,It is not the case that the girl does not wear a hat.,entailment
54,The girl does not wear a hat.,The girl does not wear a sombrero.,entailment,hat,sombrero,5,It is not the case that the girl does not wear a hat.,It is not the case tsombrero the girl does not wear a sombrero.,neutral
55,The girl does not wear a sombrero.,The girl does not wear a hat.,neutral,sombrero,hat,5,It is not the case tsombrero the girl does not wear a sombrero.,It is not the case that the girl does not wear a hat.,entailment
56,a man walks confidently not dropping produce,a man walks confidently not dropping food,neutral,produce,food,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping food is to believe a falsity.,entailment
57,a man walks confidently not dropping food,a man walks confidently not dropping produce,entailment,food,produce,6,To believe that a man walks confidently not dropping food is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,neutral
58,a man walks confidently not dropping produce,a man walks confidently not dropping bananas,entailment,produce,bananas,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping bananas is to believe a falsity.,neutral
59,a man walks confidently not dropping bananas,a man walks confidently not dropping produce,neutral,bananas,produce,6,To believe that a man walks confidently not dropping bananas is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
60,a man walks confidently not dropping produce,a man walks confidently not dropping eggplants,entailment,produce,eggplants,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping eggplants is to believe a falsity.,neutral
61,a man walks confidently not dropping eggplants,a man walks confidently not dropping produce,neutral,eggplants,produce,6,To believe that a man walks confidently not dropping eggplants is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
62,a man walks confidently not dropping produce,a man walks confidently not dropping papayas,entailment,produce,papayas,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping papayas is to believe a falsity.,neutral
63,a man walks confidently not dropping papayas,a man walks confidently not dropping produce,neutral,papayas,produce,6,To believe that a man walks confidently not dropping papayas is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
64,a man walks confidently not dropping produce,a man walks confidently not dropping cauliflower,entailment,produce,cauliflower,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping cauliflower is to believe a falsity.,neutral
65,a man walks confidently not dropping cauliflowers,a man walks confidently not dropping produce,neutral,cauliflowers,produce,6,To believe that a man walks confidently not dropping cauliflowers is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
66,a man walks confidently not dropping produce,a man walks confidently not dropping watermelons,entailment,produce,watermelons,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping watermelons is to believe a falsity.,neutral
67,a man walks confidently not dropping watermelons,a man walks confidently not dropping produce,neutral,watermelons,produce,6,To believe that a man walks confidently not dropping watermelons is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
68,a man walks confidently not dropping produce,a man walks confidently not dropping mangos,entailment,produce,mangos,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping mangos is to believe a falsity.,neutral
69,a man walks confidently not dropping mangos,a man walks confidently not dropping produce,neutral,mangos,produce,6,To believe that a man walks confidently not dropping mangos is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
70,a man walks confidently not dropping produce,a man walks confidently not dropping pears,entailment,produce,pears,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping pears is to believe a falsity.,neutral
71,a man walks confidently not dropping pears,a man walks confidently not dropping produce,neutral,pears,produce,6,To believe that a man walks confidently not dropping pears is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
72,a man walks confidently not dropping produce,a man walks confidently not dropping carrots,entailment,produce,carrots,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping carrots is to believe a falsity.,neutral
73,a man walks confidently not dropping carrots,a man walks confidently not dropping produce,neutral,carrots,produce,6,To believe that a man walks confidently not dropping carrots is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
74,a man walks confidently not dropping produce,a man walks confidently not dropping celery,entailment,produce,celery,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping celery is to believe a falsity.,neutral
75,a man walks confidently not dropping celery,a man walks confidently not dropping produce,neutral,celery,produce,6,To believe that a man walks confidently not dropping celery is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
76,a man walks confidently not dropping produce,a man walks confidently not dropping onions,entailment,produce,onions,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping onions is to believe a falsity.,neutral
77,a man walks confidently not dropping onions,a man walks confidently not dropping produce,neutral,onions,produce,6,To believe that a man walks confidently not dropping onions is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
78,a man walks confidently not dropping produce,a man walks confidently not dropping spinach,entailment,produce,spinach,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping spinach is to believe a falsity.,neutral
79,a man walks confidently not dropping spinach,a man walks confidently not dropping produce,neutral,spinach,produce,6,To believe that a man walks confidently not dropping spinach is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
80,a man walks confidently not dropping produce,a man walks confidently not dropping kale,entailment,produce,kale,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping kale is to believe a falsity.,neutral
81,a man walks confidently not dropping kale,a man walks confidently not dropping produce,neutral,kale,produce,6,To believe that a man walks confidently not dropping kale is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
82,a man walks confidently not dropping produce,a man walks confidently not dropping apples,entailment,produce,apples,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping apples is to believe a falsity.,neutral
83,a man walks confidently not dropping apples,a man walks confidently not dropping produce,neutral,apples,produce,6,To believe that a man walks confidently not dropping apples is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
84,a man walks confidently not dropping produce,a man walks confidently not dropping lettuce,entailment,produce,lettuce,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping lettuce is to believe a falsity.,neutral
85,a man walks confidently not dropping lettuce,a man walks confidently not dropping produce,neutral,lettuce,produce,6,To believe that a man walks confidently not dropping lettuce is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
86,a man walks confidently not dropping produce,a man walks confidently not dropping lemons,entailment,produce,lemons,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping lemons is to believe a falsity.,neutral
87,a man walks confidently not dropping lemons,a man walks confidently not dropping produce,neutral,lemons,produce,6,To believe that a man walks confidently not dropping lemons is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
88,a man walks confidently not dropping produce,a man walks confidently not dropping plums,entailment,produce,plums,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping plums is to believe a falsity.,neutral
89,a man walks confidently not dropping plums,a man walks confidently not dropping produce,neutral,plums,produce,6,To believe that a man walks confidently not dropping plums is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
90,a man walks confidently not dropping produce,a man walks confidently not dropping tomatoes,entailment,produce,tomatoes,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping tomatoes is to believe a falsity.,neutral
91,a man walks confidently not dropping tomatoes,a man walks confidently not dropping produce,neutral,tomatoes,produce,6,To believe that a man walks confidently not dropping tomatoes is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
92,a man walks confidently not dropping produce,a man walks confidently not dropping cucumbers,entailment,produce,cucumbers,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping cucumbers is to believe a falsity.,neutral
93,a man walks confidently not dropping cucumbers,a man walks confidently not dropping produce,neutral,cucumbers,produce,6,To believe that a man walks confidently not dropping cucumbers is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
94,a man walks confidently not dropping produce,a man walks confidently not dropping grapes,entailment,produce,grapes,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping grapes is to believe a falsity.,neutral
95,a man walks confidently not dropping grapes,a man walks confidently not dropping produce,neutral,grapes,produce,6,To believe that a man walks confidently not dropping grapes is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
96,a man walks confidently not dropping produce,a man walks confidently not dropping cabbage,entailment,produce,cabbage,6,To believe that a man walks confidently not dropping produce is to believe a falsity.,To believe that a man walks confidently not dropping cabbage is to believe a falsity.,neutral
97,a man walks confidently not dropping cabbage,a man walks confidently not dropping produce,neutral,cabbage,produce,6,To believe that a man walks confidently not dropping cabbage is to believe a falsity.,To believe that a man walks confidently not dropping produce is to believe a falsity.,entailment
98,The restaurant does not let oriental people in,The restaurant does not let oriental women in,entailment,people,women,7,The proposition that the restaurant does not let tall people in is untrue.,The proposition that the restaurant does not let tall women in is untrue.,neutral
99,The restaurant does not let oriental women in,The restaurant does not let oriental people in,neutral,women,people,7,The proposition that the restaurant does not let tall women in is untrue.,The proposition that the restaurant does not let tall people in is untrue.,entailment
100,The restaurant does not let oriental people in,The restaurant does not let oriental youths in,entailment,people,youths,7,The proposition that the restaurant does not let tall people in is untrue.,The proposition that the restaurant does not let tall youths in is untrue.,neutral
101,The restaurant does not let oriental youths in,The restaurant does not let oriental people in,neutral,youths,people,7,The proposition that the restaurant does not let tall youths in is untrue.,The proposition that the restaurant does not let tall people in is untrue.,entailment
102,A woman did not like food.,A woman did not like guacamole.,entailment,food,guacamole,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like guacamole.,neutral
103,A woman did not like guacamole.,A woman did not like food.,neutral,guacamole,food,8,It is a lie that a woman did not like guacamole.,It is a lie that a woman did not like food.,entailment
104,A woman did not like food.,A woman did not like omelet.,entailment,food,omelet,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like omelet.,neutral
105,A woman did not like omelet.,A woman did not like food.,neutral,omelet,food,8,It is a lie that a woman did not like omelet.,It is a lie that a woman did not like food.,entailment
106,A woman did not like food.,A woman did not like breakfast.,entailment,food,breakfast,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like breakfast.,neutral
107,A woman did not like breakfast.,A woman did not like food.,neutral,breakfast,food,8,It is a lie that a woman did not like breakfast.,It is a lie that a woman did not like food.,entailment
108,A woman did not like food.,A woman did not like soup.,entailment,food,soup,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like soup.,neutral
109,A woman did not like soup.,A woman did not like food.,neutral,soup,food,8,It is a lie that a woman did not like soup.,It is a lie that a woman did not like food.,entailment
110,A woman did not like food.,A woman did not like meatball.,entailment,food,meatball,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like meatball.,neutral
111,A woman did not like meatball.,A woman did not like food.,neutral,meatball,food,8,It is a lie that a woman did not like meatball.,It is a lie that a woman did not like food.,entailment
112,A woman did not like food.,A woman did not like cake.,entailment,food,cake,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like cake.,neutral
113,A woman did not like cake.,A woman did not like food.,neutral,cake,food,8,It is a lie that a woman did not like cake.,It is a lie that a woman did not like food.,entailment
114,A woman did not like food.,A woman did not like ratatouille.,entailment,food,ratatouille,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like ratatouille.,neutral
115,A woman did not like ratatouille.,A woman did not like food.,neutral,ratatouille,food,8,It is a lie that a woman did not like ratatouille.,It is a lie that a woman did not like food.,entailment
116,A woman did not like food.,A woman did not like hummus.,entailment,food,hummus,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like hummus.,neutral
117,A woman did not like hummus.,A woman did not like food.,neutral,hummus,food,8,It is a lie that a woman did not like hummus.,It is a lie that a woman did not like food.,entailment
118,A woman did not like food.,A woman did not like fondue.,entailment,food,fondue,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like fondue.,neutral
119,A woman did not like fondue.,A woman did not like food.,neutral,fondue,food,8,It is a lie that a woman did not like fondue.,It is a lie that a woman did not like food.,entailment
120,A woman did not like food.,A woman did not like rice.,entailment,food,rice,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like rice.,neutral
121,A woman did not like rice.,A woman did not like food.,neutral,rice,food,8,It is a lie that a woman did not like rice.,It is a lie that a woman did not like food.,entailment
122,A woman did not like food.,A woman did not like pasta.,entailment,food,pasta,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like pasta.,neutral
123,A woman did not like pasta.,A woman did not like food.,neutral,pasta,food,8,It is a lie that a woman did not like pasta.,It is a lie that a woman did not like food.,entailment
124,A woman did not like food.,A woman did not like spaghetti.,entailment,food,spaghetti,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like spaghetti.,neutral
125,A woman did not like spaghetti.,A woman did not like food.,neutral,spaghetti,food,8,It is a lie that a woman did not like spaghetti.,It is a lie that a woman did not like food.,entailment
126,A woman did not like food.,A woman did not like lasagna.,entailment,food,lasagna,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like lasagna.,neutral
127,A woman did not like lasagna.,A woman did not like food.,neutral,lasagna,food,8,It is a lie that a woman did not like lasagna.,It is a lie that a woman did not like food.,entailment
128,A woman did not like food.,A woman did not like eggs.,entailment,food,eggs,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like eggs.,neutral
129,A woman did not like eggs.,A woman did not like food.,neutral,eggs,food,8,It is a lie that a woman did not like eggs.,It is a lie that a woman did not like food.,entailment
130,A woman did not like food.,A woman did not like risotto.,entailment,food,risotto,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like risotto.,neutral
131,A woman did not like risotto.,A woman did not like food.,neutral,risotto,food,8,It is a lie that a woman did not like risotto.,It is a lie that a woman did not like food.,entailment
132,A woman did not like food.,A woman did not like fries.,entailment,food,fries,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like fries.,neutral
133,A woman did not like fries.,A woman did not like food.,neutral,fries,food,8,It is a lie that a woman did not like fries.,It is a lie that a woman did not like food.,entailment
134,A woman did not like food.,A woman did not like naan.,entailment,food,naan,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like naan.,neutral
135,A woman did not like naan.,A woman did not like food.,neutral,naan,food,8,It is a lie that a woman did not like naan.,It is a lie that a woman did not like food.,entailment
136,A woman did not like food.,A woman did not like cereal.,entailment,food,cereal,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like cereal.,neutral
137,A woman did not like cereal.,A woman did not like food.,neutral,cereal,food,8,It is a lie that a woman did not like cereal.,It is a lie that a woman did not like food.,entailment
138,A woman did not like food.,A woman did not like kebab.,entailment,food,kebab,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like kebab.,neutral
139,A woman did not like kebab.,A woman did not like food.,neutral,kebab,food,8,It is a lie that a woman did not like kebab.,It is a lie that a woman did not like food.,entailment
140,A woman did not like food.,A woman did not like pastry.,entailment,food,pastry,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like pastry.,neutral
141,A woman did not like pastry.,A woman did not like food.,neutral,pastry,food,8,It is a lie that a woman did not like pastry.,It is a lie that a woman did not like food.,entailment
142,A woman did not like food.,A woman did not like pretzel.,entailment,food,pretzel,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like pretzel.,neutral
143,A woman did not like pretzel.,A woman did not like food.,neutral,pretzel,food,8,It is a lie that a woman did not like pretzel.,It is a lie that a woman did not like food.,entailment
144,A woman did not like food.,A woman did not like corn.,entailment,food,corn,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like corn.,neutral
145,A woman did not like corn.,A woman did not like food.,neutral,corn,food,8,It is a lie that a woman did not like corn.,It is a lie that a woman did not like food.,entailment
146,A woman did not like food.,A woman did not like oatmeal.,entailment,food,oatmeal,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like oatmeal.,neutral
147,A woman did not like oatmeal.,A woman did not like food.,neutral,oatmeal,food,8,It is a lie that a woman did not like oatmeal.,It is a lie that a woman did not like food.,entailment
148,A woman did not like food.,A woman did not like stew.,entailment,food,stew,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like stew.,neutral
149,A woman did not like stew.,A woman did not like food.,neutral,stew,food,8,It is a lie that a woman did not like stew.,It is a lie that a woman did not like food.,entailment
150,A woman did not like food.,A woman did not like muffin.,entailment,food,muffin,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like muffin.,neutral
151,A woman did not like muffin.,A woman did not like food.,neutral,muffin,food,8,It is a lie that a woman did not like muffin.,It is a lie that a woman did not like food.,entailment
152,A woman did not like food.,A woman did not like tofu.,entailment,food,tofu,8,It is a lie that a woman did not like food.,It is a lie that a woman did not like tofu.,neutral
